"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Triangle Assoc","$40000","JPMorgan Chase & Co"," Philip Blalock ","No Revolving Door Profiles","Non Former Members of Congress"
"Triangle Assoc","$40000","JPMorgan Chase & Co"," Doug Richardson ","No Revolving Door Profiles","Non Former Members of Congress"
"Venable LLP","$20000","Bear Stearns"," E Ray Beeman ","Revolving Door Profiles","Non Former Members of Congress"
"Venable LLP","$20000","Bear Stearns"," Robert Harmala ","Revolving Door Profiles","Non Former Members of Congress"
"Venable LLP","$20000","Bear Stearns"," Samuel Olchyk ","Revolving Door Profiles","Non Former Members of Congress"
"Venable LLP","$20000","Bear Stearns"," Thomas H Quinn ","Revolving Door Profiles","Non Former Members of Congress"
"Walter Group","$40000","JPMorgan Chase & Co"," Jeffrey M Walter ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$20000","JP Morgan Property Exchange"," Jenny B DiJames ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$20000","JP Morgan Property Exchange"," David E Franasiak ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$20000","JP Morgan Property Exchange"," Christopher Hatcher ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$20000","JP Morgan Property Exchange"," David A Starr ","Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$40000","JPMorgan Chase & Co"," Bruce Berman ","No Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$40000","JPMorgan Chase & Co"," Jamie S Gorelick ","Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$40000","JPMorgan Chase & Co"," Cathleen Peterson ","No Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$40000","JPMorgan Chase & Co"," Serena Wille ","No Revolving Door Profiles","Non Former Members of Congress"
